County,State,crime_rate_per_100000,INflow,OUTflow,NET in,GROSS out
cannon county,tn,225.0453721,1172.0,486.0,681.0,1653.0
bossier parish,la,224.5140241,8834.0,8899.0,-741.0,17057.0
pender county,nc,224.0936856,5198.0,3808.0,1249.0,8865.0
boyle county,ky,224.0375004,3322.0,1886.0,1282.0,5054.0
gilmer county,ga,223.9406557,3039.0,2194.0,783.0,5171.0
gladwin county,mi,223.5907896,1255.0,1190.0,41.0,2421.0
covington city,va,223.4444826,261.0,401.0,-166.0,636.0
morton county,ks,222.7171492,3044.0,2232.0,804.0,5268.0
vernon parish,la,222.4080903,6363.0,7506.0,-1702.0,13310.0
sanilac county,mi,222.365684,1781.0,1996.0,-322.0,3670.0
fond du lac county,wi,222.0082909,5751.0,4351.0,1268.0,9970.0
burnett county,wi,221.743951,851.0,764.0,66.0,1594.0
gwinnett county,ga,221.22555,57339.0,54212.0,-3762.0,104662.0
boise county,id,220.7505519,522.0,634.0,-164.0,1104.0
hawaii county,hi,220.6256125,9244.0,9347.0,-1472.0,17222.0
winchester city,va,220.4585538,2763.0,2809.0,-82.0,5536.0
dane county,wi,220.2224188,37152.0,29317.0,3475.0,62109.0
milam county,tx,219.3073199,1994.0,1445.0,536.0,3426.0
clare county,mi,219.1762897,2440.0,1819.0,589.0,4227.0
live oak county,tx,219.0949692,1085.0,552.0,491.0,1595.0
creek county,ok,218.532709,2975.0,4618.0,-1656.0,7580.0
rich county,ut,218.5314685,49.0,194.0,-145.0,243.0
orange county,ca,217.9900031,296568.0,264492.0,-15369.0,513615.0
harrisonburg city,va,217.9200311,10941.0,5923.0,4437.0,16283.0
new madrid county,mo,217.8056085,871.0,2129.0,-1274.0,2984.0
bibb county,al,217.6616915,13033.0,8237.0,4237.0,20711.0
cook county,ga,216.805344,163313.0,215737.0,-86637.0,344837.0
kingman county,ks,216.7261601,384.0,668.0,-288.0,1048.0
canyon county,id,216.7234036,18254.0,11263.0,5947.0,28473.0
pickens county,al,216.4836864,17191.0,12618.0,3825.0,29061.0
richland county,il,216.2897046,66402.0,41154.0,22163.0,104471.0
dunn county,nd,216.2421913,5613.0,2987.0,2494.0,8468.0
san saba county,tx,216.2341983,398.0,134.0,247.0,515.0
st. bernard parish,la,216.1814084,2168.0,2114.0,-48.0,4180.0
nevada county,ar,215.9336288,5762.0,6658.0,-1334.0,11982.0
lebanon county,pa,215.5204228,8251.0,8238.0,-569.0,15907.0
colusa county,ca,215.3759715,1018.0,1102.0,-111.0,2093.0
anderson county,ks,215.2716221,27078.0,25498.0,845.0,51841.0
big horn county,mt,214.6909983,1193.0,1275.0,-203.0,2347.0
isabella county,mi,214.3790107,9720.0,5352.0,3910.0,14614.0
simpson county,ky,213.5671331,3035.0,2141.0,874.0,5156.0
runnels county,tx,213.405762,431.0,649.0,-219.0,1079.0
sedgwick county,co,211.8644068,26095.0,24081.0,-239.0,47923.0
ketchikan gateway borough,ak,211.2316993,935.0,1259.0,-404.0,2114.0
okanogan county,wa,211.2009322,3045.0,1840.0,1038.0,4718.0
blount county,al,210.8100636,7511.0,9222.0,-2050.0,16394.0
cumberland county,il,210.2568791,86630.0,76732.0,2899.0,156363.0
piscataquis county,me,210.2312544,996.0,1278.0,-305.0,2251.0
onslow county,nc,210.0205161,31851.0,25154.0,4370.0,54678.0
dent county,mo,209.7902098,515.0,672.0,-187.0,1157.0
zapata county,tx,208.4781098,827.0,270.0,492.0,1032.0
pamlico county,nc,208.4459199,659.0,974.0,-334.0,1614.0
nowata county,ok,208.4320227,671.0,682.0,-27.0,1337.0
iosco county,mi,208.4234535,1564.0,1584.0,-51.0,3117.0
new london county,ct,208.2801386,16899.0,14504.0,1596.0,30604.0
spotsylvania county,va,208.0912146,9790.0,8670.0,813.0,18153.0
whatcom county,wa,207.8961779,16804.0,12224.0,3387.0,27835.0
dinwiddie county,va,207.8555046,2082.0,1648.0,315.0,3611.0
brantley county,ga,207.741089,801.0,723.0,59.0,1505.0
belknap county,nh,207.7136543,3724.0,4862.0,-1149.0,8575.0
stearns county,mn,207.1114852,13310.0,10954.0,1483.0,23391.0
crowley county,co,206.6892146,345.0,664.0,-319.0,1009.0
ada county,id,206.5004418,32954.0,25475.0,5876.0,56826.0
oakland county,mi,206.391478,64030.0,67883.0,-14519.0,121247.0
weber county,ut,206.2728755,17249.0,15173.0,1051.0,31397.0
teller county,co,206.2298604,2641.0,3122.0,-481.0,5763.0
wabash county,il,205.7436777,2160.0,2746.0,-710.0,4782.0
lenawee county,mi,205.6700407,5903.0,5169.0,527.0,10865.0
johnson county,ar,205.0607444,92222.0,81577.0,4931.0,168085.0
brule county,sd,204.9944092,276.0,277.0,-5.0,549.0
roberts county,sd,204.8580626,628.0,1017.0,-403.0,1631.0
pushmataha county,ok,204.7538503,787.0,721.0,57.0,1499.0
comanche county,ks,204.6035806,17020.0,12542.0,3139.0,28223.0
schuylkill county,pa,204.192758,3965.0,6006.0,-2161.0,9851.0
brown county,il,204.0816327,23364.0,22378.0,-69.0,44687.0
amelia county,va,204.0015692,1288.0,848.0,428.0,2124.0
st. clair county,al,203.9208416,27606.0,28682.0,-2804.0,54560.0
branch county,mi,203.8992875,2657.0,2343.0,198.0,4884.0
ellsworth county,ks,203.1884964,435.0,630.0,-200.0,1060.0
pine county,mn,202.7212754,1945.0,1857.0,62.0,3776.0
titus county,tx,202.5720512,1432.0,2392.0,-960.0,3824.0
coffey county,ks,202.0922492,647.0,360.0,283.0,1003.0
izard county,ar,201.9748654,939.0,1242.0,-303.0,2181.0
hays county,tx,201.6747526,23299.0,16798.0,6016.0,39612.0
strafford county,nh,201.4559405,12624.0,7369.0,4545.0,19283.0
ravalli county,mt,200.8671582,3103.0,3348.0,-276.0,6420.0
allegan county,mi,200.8335481,5633.0,7593.0,-2135.0,13051.0
snohomish county,wa,200.8277105,51890.0,43715.0,2597.0,90027.0
catoosa county,ga,200.5787693,4838.0,4562.0,219.0,9343.0
owyhee county,id,200.488145,1199.0,1186.0,-99.0,2273.0
mccracken county,ky,200.3885396,2665.0,3407.0,-857.0,5957.0
mcdonough county,il,200.2217841,3282.0,1893.0,1277.0,5063.0
lunenburg county,va,199.5689311,336.0,684.0,-367.0,1001.0
kenosha county,wi,199.0975041,10273.0,9427.0,450.0,19304.0
swift county,mn,199.0362455,473.0,661.0,-231.0,1091.0
cochran county,tx,198.938992,148.0,83.0,51.0,217.0
white county,ar,198.7691602,12331.0,8511.0,3323.0,20345.0
moore county,nc,198.7181587,9071.0,8470.0,68.0,17008.0
kenton county,ky,198.5963407,12805.0,11912.0,288.0,24112.0
ventura county,ca,198.1848932,31670.0,33640.0,-5441.0,61839.0
walsh county,nd,198.1268012,431.0,594.0,-170.0,1018.0
stoddard county,mo,198.1195433,1445.0,1886.0,-479.0,3293.0
wilson county,ks,197.693575,17093.0,12778.0,3760.0,29316.0
beaver county,ok,197.6284585,8180.0,8793.0,-895.0,16691.0
linn county,ia,197.120924,21601.0,19864.0,937.0,40665.0
archuleta county,co,196.8181073,1020.0,644.0,315.0,1603.0
pinal county,az,196.481315,46899.0,27895.0,16573.0,72363.0
mahaska county,ia,196.2796092,1204.0,1593.0,-418.0,2768.0
grays harbor county,wa,195.5598075,5981.0,3919.0,1978.0,9816.0
ness county,ks,195.2489424,89.0,15.0,71.0,101.0
bremer county,ia,194.9317739,1909.0,1379.0,470.0,3228.0
gilchrist county,fl,194.9087473,1627.0,1335.0,274.0,2944.0
tuolumne county,ca,194.8992093,4588.0,3658.0,766.0,8082.0
otsego county,mi,194.7863567,5565.0,4821.0,593.0,10235.0
muskingum county,oh,194.7648156,3473.0,4219.0,-813.0,7625.0
herkimer county,ny,194.7616896,2647.0,2510.0,106.0,5126.0
logan county,ar,194.7287383,14162.0,13517.0,250.0,27284.0
skagit county,wa,194.383904,7508.0,7192.0,-142.0,14242.0
berrien county,ga,194.2461151,10160.0,9139.0,412.0,18690.0
austin county,tx,194.1276389,1374.0,1852.0,-495.0,3209.0
cleburne county,al,193.4106976,2407.0,2116.0,287.0,4519.0
braxton county,wv,193.076817,461.0,256.0,203.0,715.0
edgefield county,sc,192.9187472,1873.0,1334.0,489.0,3157.0
wright county,ia,192.7227875,8896.0,10067.0,-1494.0,18640.0
coosa county,al,192.6959075,870.0,551.0,304.0,1406.0
cooper county,mo,192.6673089,1671.0,1218.0,441.0,2877.0
ross county,oh,192.5298421,4270.0,3350.0,849.0,7549.0
juneau county,wi,192.1121031,1908.0,1457.0,421.0,3335.0
queen anne's county,md,191.6853886,3147.0,2597.0,481.0,5675.0
refugio county,tx,191.6495551,237.0,287.0,-52.0,522.0
roscommon county,mi,191.5549263,2297.0,1162.0,1095.0,3419.0
davidson county,nc,191.5310244,63978.0,62997.0,-4582.0,121412.0
dukes county,ma,191.2378303,631.0,896.0,-270.0,1522.0
caribou county,id,190.9518214,387.0,295.0,66.0,656.0
rabun county,ga,190.9454881,803.0,844.0,-78.0,1610.0
hillsdale county,mi,190.8852303,2851.0,3124.0,-371.0,5877.0
redwood county,mn,190.5487805,604.0,845.0,-259.0,1431.0
columbia county,ar,190.3658335,36267.0,33316.0,623.0,67255.0
cattaraugus county,ny,190.1333469,2806.0,3550.0,-883.0,6217.0
accomack county,va,190.0567153,1264.0,3577.0,-2354.0,4800.0
rains county,tx,189.7876186,804.0,1255.0,-463.0,2047.0
marin county,ca,189.6541714,19049.0,16518.0,247.0,33283.0
koochiching county,mn,189.3078904,646.0,432.0,195.0,1059.0
falls county,tx,188.6468873,1641.0,1540.0,95.0,3175.0
sampson county,nc,188.6204209,3085.0,2431.0,194.0,5056.0
crane county,tx,188.5606537,135.0,1551.0,-1445.0,1657.0
hettinger county,nd,187.9699248,177.0,205.0,-32.0,378.0
sawyer county,wi,187.7308787,1286.0,642.0,633.0,1917.0
natrona county,wy,187.7168933,3276.0,4784.0,-1646.0,7922.0
okmulgee county,ok,187.6362899,2775.0,2681.0,38.0,5400.0
wheatland county,mt,187.4414246,34.0,20.0,11.0,51.0
moody county,sd,187.3828857,303.0,280.0,17.0,577.0
churchill county,nv,187.0091011,2144.0,2236.0,-152.0,4320.0
bonneville county,id,186.9471804,8683.0,6559.0,1716.0,14834.0
campbell county,ky,186.8378248,15502.0,14984.0,37.0,30005.0
marshall county,al,186.7876741,17647.0,18853.0,-1948.0,35758.0
van zandt county,tx,186.7342467,4474.0,2566.0,1630.0,6762.0
blanco county,tx,186.5149678,891.0,620.0,192.0,1432.0
gooding county,id,185.6763926,769.0,1937.0,-1176.0,2698.0
montcalm county,mi,185.4052769,4217.0,3763.0,358.0,7884.0
lafourche parish,la,185.2976601,4010.0,4530.0,-707.0,8353.0
placer county,ca,185.130231,28896.0,24300.0,2992.0,51592.0
norfolk county,ma,185.0823347,49387.0,44787.0,-2367.0,87207.0
box elder county,ut,185.0612277,3731.0,3525.0,25.0,7075.0
coryell county,tx,185.0587988,11483.0,10292.0,-208.0,20376.0
st. tammany parish,la,184.8695803,16197.0,13615.0,2218.0,29448.0
sandusky county,oh,184.6983261,1971.0,2855.0,-1006.0,4704.0
taos county,nm,184.6526411,1903.0,1172.0,622.0,2966.0
cameron county,pa,184.1997544,10149.0,13793.0,-6242.0,21344.0
perquimans county,nc,183.810014,629.0,1012.0,-383.0,1641.0
stafford county,ks,183.5283322,16051.0,13469.0,1594.0,28532.0
lampasas county,tx,182.9690436,1267.0,1798.0,-602.0,2994.0
bee county,tx,182.9324065,3318.0,2477.0,791.0,5745.0
routt county,co,182.8775571,2166.0,2135.0,-52.0,4218.0
scott county,ar,182.6484018,30038.0,29252.0,-566.0,57938.0
beauregard parish,la,182.4867974,2720.0,2227.0,243.0,4697.0
whiteside county,il,182.4278541,2312.0,2118.0,70.0,4306.0
ward county,nd,182.3797617,8149.0,7676.0,-316.0,15036.0
fairbanks north star borough,ak,182.2055837,10026.0,10717.0,-1716.0,19718.0
alpena county,mi,182.1869307,1418.0,1718.0,-391.0,3045.0
la plata county,co,182.0433901,4290.0,3251.0,945.0,7447.0
otero county,co,181.7890178,9159.0,7297.0,-216.0,14378.0
lycoming county,pa,181.5783613,5497.0,4931.0,232.0,10094.0
mountrail county,nd,181.3139932,862.0,950.0,-103.0,1797.0
walworth county,sd,181.0282404,8599.0,5579.0,2880.0,14038.0
mohave county,az,180.7614638,17865.0,10463.0,6445.0,27371.0
menominee county,mi,180.7406162,1306.0,1423.0,-148.0,2698.0
upson county,ga,180.6820748,1674.0,1464.0,147.0,3075.0
stanly county,nc,179.7641626,3319.0,2431.0,770.0,5632.0
rogers county,ok,179.6864472,6554.0,5965.0,460.0,12390.0
johnston county,nc,179.2467143,14203.0,12016.0,1776.0,25808.0
macoupin county,il,179.1808874,1656.0,2312.0,-668.0,3956.0
cayuga county,ny,178.6680423,4090.0,4128.0,-156.0,8100.0
kimble county,tx,178.5315778,411.0,484.0,-79.0,889.0
sevier county,ar,178.5097317,8585.0,7875.0,149.0,15899.0
mcintosh county,ga,178.4821875,1234.0,2084.0,-864.0,3304.0
alamosa county,co,178.4285978,1929.0,1308.0,577.0,3193.0
gage county,ne,178.3754116,866.0,2041.0,-1199.0,2883.0
barbour county,al,177.2787709,2413.0,3177.0,-836.0,5518.0
henrico county,va,177.0183704,22839.0,21959.0,-1595.0,42323.0
unicoi county,tn,176.9715739,1053.0,675.0,241.0,1591.0
montrose county,co,176.8476899,2598.0,2842.0,-500.0,5184.0
shelby county,al,176.8047801,62388.0,64183.0,-5370.0,122996.0
monmouth county,nj,176.5998806,26169.0,26894.0,-3095.0,50693.0
staunton city,va,176.5913758,3102.0,2114.0,790.0,5018.0
rutland county,vt,176.5035796,2102.0,2995.0,-962.0,5028.0
la salle county,tx,176.4147103,620.0,419.0,-21.0,817.0
neshoba county,ms,176.2293693,1186.0,1575.0,-450.0,2700.0
taliaferro county,ga,176.1597181,33.0,201.0,-168.0,234.0
davie county,nc,175.6750253,2926.0,2145.0,713.0,5003.0
coleman county,tx,175.5823481,302.0,430.0,-128.0,732.0
audrain county,mo,175.3633919,2354.0,1576.0,627.0,3779.0
grand traverse county,mi,174.4696456,6295.0,6280.0,-34.0,12526.0
kosciusko county,in,174.4417224,5409.0,4090.0,1079.0,9259.0
eaton county,mi,174.4379223,8861.0,8114.0,159.0,16387.0
palo alto county,ia,174.1970604,593.0,612.0,-19.0,1205.0
guernsey county,oh,174.0841659,1664.0,1608.0,56.0,3272.0
millard county,ut,173.748223,564.0,1050.0,-508.0,1592.0
bulloch county,ga,172.7188474,10141.0,5257.0,4704.0,15218.0
towner county,nd,172.6370306,140.0,591.0,-502.0,680.0
hall county,ga,172.5745027,16779.0,14266.0,1742.0,30274.0
jersey county,il,172.2538757,1643.0,909.0,663.0,2481.0
kandiyohi county,mn,172.1292148,2057.0,2295.0,-372.0,4218.0
deaf smith county,tx,172.0811389,663.0,1823.0,-1160.0,2486.0
caldwell county,ky,171.5667161,10305.0,6442.0,3642.0,16526.0
eagle county,co,171.5592833,5466.0,4249.0,625.0,9123.0
washita county,ok,171.2622024,765.0,1229.0,-514.0,1944.0
burnet county,tx,171.1430071,3315.0,2229.0,920.0,5378.0
newport county,ri,171.1227351,8711.0,6953.0,730.0,14636.0
huntingdon county,pa,170.7007485,2376.0,2354.0,-37.0,4671.0
harper county,ks,170.6484642,552.0,449.0,92.0,990.0
costilla county,co,170.5514497,352.0,424.0,-91.0,757.0
la crosse county,wi,170.5037142,8754.0,7176.0,1396.0,15748.0
stutsman county,nd,170.4545455,2165.0,958.0,1080.0,2996.0
emmet county,ia,170.0680272,2658.0,2214.0,355.0,4783.0
sheboygan county,wi,169.6803049,3851.0,5067.0,-1463.0,8671.0
boulder county,co,169.0060894,38998.0,28712.0,7328.0,64752.0
olmsted county,mn,168.8713763,11012.0,9362.0,459.0,19183.0
lavaca county,tx,168.5307186,1446.0,904.0,502.0,2310.0
bartholomew county,in,168.369206,6052.0,4597.0,-64.0,9130.0
kennebec county,me,168.3668416,6923.0,5674.0,960.0,12308.0
kenai peninsula borough,ak,167.9878209,3703.0,3521.0,42.0,7084.0
pocahontas county,ia,167.7383282,816.0,1140.0,-332.0,1948.0
stanley county,sd,167.72895,359.0,622.0,-267.0,977.0
will county,il,167.6847351,32949.0,36954.0,-5964.0,67944.0
virginia beach city,va,167.4548864,39240.0,36644.0,-974.0,72314.0
duchesne county,ut,167.4217057,1244.0,1510.0,-283.0,2737.0
forrest county,ms,167.4041968,7344.0,6988.0,78.0,14054.0
grainger county,tn,167.3861334,1884.0,701.0,1107.0,2509.0
oscoda county,mi,167.0843776,399.0,351.0,45.0,747.0
baylor county,tx,166.0210293,193.0,230.0,-37.0,423.0
tuscola county,mi,165.8588725,2577.0,2831.0,-294.0,5368.0
karnes county,tx,165.7715006,1869.0,1126.0,-124.0,2128.0
boyd county,ky,165.6916091,3439.0,2764.0,476.0,6004.0
plaquemines parish,la,165.6050955,1444.0,1408.0,-10.0,2806.0
coweta county,ga,165.1899685,8578.0,8562.0,-398.0,16726.0
nottoway county,va,164.8386483,1152.0,2483.0,-1363.0,3603.0
alexandria city,va,164.5488005,21597.0,21106.0,-2073.0,40139.0
laporte county,in,164.4485582,8153.0,6135.0,1941.0,14211.0
mcclain county,ok,164.3340363,3800.0,3910.0,-197.0,7623.0
acadia parish,la,163.9765931,3281.0,3773.0,-526.0,7020.0
marquette county,mi,163.9586411,4872.0,4081.0,601.0,8763.0
seneca county,ny,163.8001638,6053.0,5305.0,460.0,11070.0
langlade county,wi,163.4738186,1082.0,1338.0,-283.0,2393.0
jessamine county,ky,163.4345166,4090.0,4287.0,-384.0,8190.0
chattooga county,ga,163.0996897,961.0,1271.0,-329.0,2213.0
kane county,il,162.8972411,33231.0,28818.0,2746.0,60382.0
bryan county,ga,162.8615375,7920.0,7374.0,242.0,14990.0
appling county,ga,162.6898048,291.0,2538.0,-2254.0,2822.0
oswego county,ny,162.5882062,6498.0,6376.0,-180.0,12572.0
mcdowell county,nc,162.3629368,2636.0,2950.0,-374.0,5526.0
chester county,pa,162.3261912,34263.0,29750.0,2611.0,62111.0
searcy county,ar,162.0341518,283.0,534.0,-304.0,764.0
dubuque county,ia,161.9695497,4985.0,4149.0,606.0,8904.0
gem county,id,161.8122977,956.0,791.0,158.0,1740.0
okfuskee county,ok,161.5900461,745.0,835.0,-122.0,1548.0
denton county,tx,161.4985751,86618.0,55175.0,25587.0,135937.0
atascosa county,tx,161.3827957,2078.0,2716.0,-661.0,4771.0
outagamie county,wi,161.3573983,9776.0,13370.0,-3738.0,23002.0
oktibbeha county,ms,161.0831311,6680.0,4114.0,2393.0,10621.0
baraga county,mi,161.0120759,632.0,590.0,41.0,1221.0
beckham county,ok,160.7649025,2692.0,2097.0,547.0,4741.0
daviess county,in,160.4591601,7237.0,7920.0,-1085.0,14755.0
nassau county,fl,159.8203672,53338.0,55929.0,-7517.0,104341.0
crow wing county,mn,159.7899,3679.0,3487.0,133.0,7107.0
eau claire county,wi,159.7034642,9187.0,6553.0,2344.0,15450.0
roanoke county,va,159.3173945,7987.0,6957.0,752.0,14666.0
ritchie county,wv,158.8404646,516.0,496.0,20.0,1012.0
gloucester county,nj,158.4758755,16716.0,16581.0,-428.0,32734.0
lapeer county,mi,158.39075,4734.0,5747.0,-1138.0,10356.0
piatt county,il,158.2182194,799.0,1173.0,-377.0,1969.0
ontonagon county,mi,158.1777918,206.0,175.0,25.0,375.0
buckingham county,va,157.5630252,1148.0,1225.0,-109.0,2341.0
alger county,mi,157.5299307,918.0,349.0,559.0,1257.0
borden county,tx,156.9858713,12.0,61.0,-49.0,73.0
ferry county,wa,156.9448077,768.0,624.0,133.0,1381.0
chelan county,wa,156.826693,5053.0,4871.0,-183.0,9559.0
foard county,tx,156.6170713,85.0,134.0,-49.0,219.0
bleckley county,ga,156.6048078,752.0,1098.0,-346.0,1850.0
mifflin county,pa,156.5985928,1549.0,1677.0,-191.0,3163.0
long county,ga,156.400385,2613.0,1681.0,932.0,4294.0
iron county,mi,156.3042723,6361.0,5009.0,1189.0,11207.0
trinity county,ca,156.1570494,2155.0,1629.0,489.0,3747.0
liberty county,fl,155.7072703,22697.0,15285.0,6284.0,36854.0
barry county,mi,155.6762611,5791.0,4915.0,725.0,10555.0
greenwood county,ks,155.6662516,3063.0,3623.0,-622.0,6624.0
bolivar county,ms,155.6580223,1039.0,1813.0,-774.0,2852.0
westmoreland county,pa,155.6132514,13203.0,16902.0,-4197.0,29607.0
fisher county,tx,155.6016598,113.0,280.0,-170.0,390.0
bennington county,vt,155.4870564,2268.0,1671.0,485.0,3827.0
west feliciana parish,la,155.4001554,803.0,1309.0,-506.0,2112.0
pitkin county,co,155.3599171,1445.0,1730.0,-456.0,3004.0
nez perce county,id,155.3300764,2663.0,3498.0,-895.0,6101.0
rutherford county,nc,155.3258857,29493.0,21141.0,7606.0,49888.0
rockland county,ny,155.1870815,13064.0,11632.0,-53.0,23211.0
arenac county,mi,154.9686834,809.0,992.0,-191.0,1793.0
talbot county,ga,154.8946716,2508.0,2210.0,179.0,4599.0
meagher county,mt,154.8786784,263.0,207.0,52.0,466.0
summers county,wv,154.8330015,1028.0,453.0,575.0,1481.0
ulster county,ny,154.697842,8688.0,7700.0,495.0,15895.0
prowers county,co,154.5846554,762.0,463.0,289.0,1215.0
rawlins county,ks,154.4998069,233.0,130.0,96.0,356.0
haines borough,ak,154.3209877,118.0,153.0,-35.0,271.0
grady county,ga,154.2843579,4903.0,4077.0,704.0,8858.0
